# R-050 — revisit of the split lane's P-011 (second part): the Spider-Man bucket S16072 emptied into seven join
# targets (2099 Classic, Dezago/Wieringo, Spider-Man 1990, Death of the Stacys, the Dan Slott line, Spectacular, Ultimate
# 2000) and eleven new keys (1602, the Peter David 2099 trade line, 2099 2014 covers, Exodus, Dark Genesis, Annual 2019,
# One Moment in Time, Black and Blue and Read All Over, 2099 Meets Spider-Man, the Michelinie & Bagley Omnibus, Spider-Man
# 2016), the kept Ultimate Spider-Man 2024 half, and four revisits (Zombie Tramp, the Ra's al Ghul chapters, FF by Ryan
# North, Geronimo Stilton). Every split-reader id re-probed with lookup.py --id / --issues / --gcd-issues / --collects /
# --who-stores; all confirmed. Convention seen: on ONE-BOOK shelves that reprint a single stretch of one run (Dezago &
# Wieringo, Death of the Stacys, One Moment in Time) the landed precedent keeps the book's own record as the S and states
# the run on a C line — the run-over-line ruling would instead fold each into a legacy shelf that is itself R + split.

# ================= Spider-Man 2099 =================
S 16131 cv=18354 gcd=4477 0.9 | Spider-Man 2099 (1992-1996): the #39-46 floppies (ComicInfo Volume 1992 on 8) and the Classic Vol. 01-04 trades whose GCD rows reprint s4477 #1-10, #11-14, #15-22, #23-33, and Omnibus Book 01 (s4477 #1-46) = the stored CV 18354 (Marvel 1992, 46) = GCD 4477 (Marvel 1992-1996, 46); the split JOINED Classic Vol. 02-04; residue = Omnibus Book 02 (the 2014 + 2015 runs), two rips of the 2015 line's Vol. 05 and the 2019 vs. Venom 2099 book, so 0.9
F 19456 split-needed | items 17684 and 17688 -> S5409 "Detective Comics v1 (1937)", item 17685 -> S64223 "Batman v1 (1940)" — but ONLY after each file's IssueNo is corrected from the part number (3 / 7 / 4) to 838 / 839 / 671; a join now would plant false #3/#4/#7 into those ladders
S 6518 cv=145912 gcd=192395 0.9 | "Fantastic Four by Ryan North Vol. 02 - Four Stories About Hope (2024)" 134pp, judged #7-11, is a trade of the 2022 Fantastic Four run — GCD's row 2593711 reprints s192395 and CV 152130's line titles match the kept S64672's Vol. 01/03/04 — so the RUN is the identity: CV 145912 (Marvel 2022, 33) = GCD 192395 (Marvel 2023-2025, 33); the line record is the I line (L-115's line-at-0.9 reading is superseded by the run-over-line ruling for a line reprinting ONE run)
I 47693 cv=1039170 gcd=2593711 isbn=978-1-302-93492-7 0.95 | "Four Stories About Hope" = CV 152130 #2 issue 1039170 = GCD 201989 #2 row 2593711 (140pp vs our 134pp), exact subtitle
F 6518 merge-with=64672 | the same run: S64672 stores CV 145912 and holds this line's Vol. 01/03/04 plus #1-28; this book is Vol. 02 of the same creator line
F 6518 wrong-cv-link | the stored CV 152130 "Fantastic Four by Ryan North" is the trade LINE record, not the run the book collects (CV 145912)
R 7408 | the eleven files are Scholastic's "Geronimo Stilton and the Kingdom of Fantasy" illustrated novels 01-11 (2009-2018, 267-302pp each), and no record of them exists in our data: probes "Geronimo Stilton and the Kingdom of Fantasy" and "Kingdom of Fantasy" (--contains) return 0 on both legs, and --gcd-series "Geronimo Stilton" lists only the NBM albums 62181, Bakermat, Reporter and the Scholastic graphic novels; the stored CV 30524 and GCD 62181 are NBM's 19 ~60pp albums (The Discovery of America .. Lost in Translation) — another work
F 7408 wrong-cv-link | the stored CV 30524 "Geronimo Stilton" (NBM 2009, 19) is the Papercutz/NBM graphic-novel album line; our Kingdom of Fantasy novels are a Scholastic prose line, which is why only 1 of 12 files matched it
F 7408 misfiled | item 109310 "The Discovery of America HC Papercutz 2007 c2c" 64pp is NBM album #1 (CV 30524 issue 352017 / GCD 62181 row 898656) and belongs on S103678, the Papercutz albums shelf (R-047 left it cv=- with N withheld cv=30524)
I 109310 cv=352017 gcd=898656 isbn=9781597071581 0.95 | the album itself: CV 30524 #1 issue 352017 and GCD 62181 #1 row 898656 "The Discovery of America" (60pp, ISBN 978-1-59707-158-1) vs our 64pp c2c rip
F 7408 provider-missing | neither ComicVine's rip nor the GCD dump has a record for Scholastic's Geronimo Stilton and the Kingdom of Fantasy novels
